pubmed_id,DOI,title,keywords,journal,abstract
33671579,"['ijms22042167 [pii]', '10.3390/ijms22042167 [doi]']",Single-Strand Annealing in Cancer.,"BRCAness, CRISPR/Cas9, DNA double-strand break repair, RAD52, SSA, cancer, homologous recombination, single-strand annealing, synthetic lethality, therapeutic genome editing",International journal of molecular sciences,"DNA double-strand breaks (DSBs) are among the most serious forms of DNA damage. In humans, DSBs are repaired mainly by non-homologous end joining (NHEJ) and homologous recombination repair (HRR). Single-strand annealing (SSA), another DSB repair system, uses homologous repeats flanking a DSB to join DNA ends and is error-prone, as it removes DNA fragments between repeats along with one repeat. Many DNA deletions observed in cancer cells display homology at breakpoint junctions, suggesting the involvement of SSA. When multiple DSBs occur in different chromosomes, SSA may result in chromosomal translocations, essential in the pathogenesis of many cancers. Inhibition of RAD52 (RAD52 Homolog, DNA Repair Protein), the master regulator of SSA, results in decreased proliferation of BRCA1/2 (BRCA1/2 DNA Repair Associated)-deficient cells, occurring in many hereditary breast and ovarian cancer cases. Therefore, RAD52 may be targeted in synthetic lethality in cancer. SSA may modulate the response to platinum-based anticancer drugs and radiation. SSA may increase the efficacy of the CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats)/Cas9 (CRISPR associated 9) genome editing and reduce its off-target effect. Several basic problems associated with SSA, including its evolutionary role, interplay with HRR and NHEJ and should be addressed to better understand its role in cancer pathogenesis and therapy."
33671551,"['cancers13040910 [pii]', '10.3390/cancers13040910 [doi]']",Picturing Breast Cancer Brain Metastasis Development to Unravel Molecular Players and Cellular Crosstalk.,"blood-brain barrier, breast cancer brain metastasis, extravasation, intercellular communication, mesenchymal-epithelial transition, microvasculature",Cancers,"With breast cancer (BC) therapy improvements, the appearance of brain metastases has been increasing, representing a life-threatening condition. Brain metastasis formation involves BC cell (BCC) extravasation across the blood-brain barrier (BBB) and brain colonization by unclear mechanisms. We aimed to disclose the actors involved in BC brain metastasis formation, focusing on BCCs' phenotype, growth factor expression, and signaling pathway activation, correlating with BBB alterations and intercellular communication. Hippocampi of female mice inoculated with 4T1 BCCs were examined over time by hematoxylin-eosin, immunohistochemistry and immunofluorescence. Well-established metastases were observed at seven days, increasing thereafter. BCCs entering brain parenchyma presented mesenchymal, migratory, and proliferative features; however, with time, they increasingly expressed epithelial markers, reflecting a mesenchymal-epithelial transition. BCCs also expressed platelet-derived growth factor-B, beta4 integrin, and focal adhesion kinase, suggesting autocrine and/or paracrine regulation with adhesion signaling activation, while balance between Rac1 and RhoA was associated with the motility status. Intercellular communication via gap junctions was clear among BCCs, and between BCCs and endothelial cells. Thrombin accumulation, junctional protein impairment, and vesicular proteins increase reflect BBB alterations related with extravasation. Expression of plasmalemma vesicle-associated protein was increased in BCCs, along with augmented vascularization, whereas pericyte contraction indicated mural cells' activation. Our results provide further understanding of BC brain metastasis formation, disclosing potential therapeutic targets."
33671549,"['ijms22042162 [pii]', '10.3390/ijms22042162 [doi]']",Integrin-Linked Kinase Links Integrin Activation to Invadopodia Function and Invasion via the p(T567)-Ezrin/NHERF1/NHE1 Pathway.,"breast cancer, integrin signaling, invadopodia, invasion, pH, prostate cancer",International journal of molecular sciences,"Tumor cell invasion depends largely on degradation of the extracellular matrix (ECM) by protease-rich structures called invadopodia, whose formation and activity requires the convergence of signaling pathways engaged in cell adhesion, actin assembly, membrane regulation and ECM proteolysis. It is known that beta1-integrin stimulates invadopodia function through an invadopodial p(T567)-ezrin/NHERF1/NHE1 signal complex that regulates NHE1-driven invadopodia proteolytic activity and invasion. However, the link between beta1-integrin and this signaling complex is unknown. In this study, in metastatic breast (MDA-MB-231) and prostate (PC-3) cancer cells, we report that integrin-linked kinase (ILK) integrates beta1-integrin with this signaling complex to regulate invadopodia activity and invasion. Proximity ligation assay experiments demonstrate that, in invadopodia, ILK associates with beta1-integrin, NHE1 and the scaffold proteins p(T567)-ezrin and NHERF1. Activation of beta1-integrin increased both invasion and invadopodia activity, which were specifically blocked by inhibition of either NHE1 or ILK. We conclude that ILK integrates beta1-integrin with the ECM proteolytic/invasion signal module to induce NHE1-driven invadopodial ECM proteolysis and cell invasion."
33671539,"['diagnostics11020370 [pii]', '10.3390/diagnostics11020370 [doi]']",Local Laboratory Testing of Germline BRCA Mutations vs. Myriad: A Single-Institution Experience in Korea.,"breast carcinoma, genes, mutation","Diagnostics (Basel, Switzerland)","Genetic diagnosis for human epidermal growth factor receptor 2-negative metastatic breast cancer patients with the germline BRCA (gBRCA) mutation has been emphasized since the development of polyadenosine diphosphate-ribose polymerase inhibitors. Myriad Genetics, Inc.'s (Salt Lake City, UT, USA) companion diagnostics service is almost exclusively used for genetic testing. The aim of this study was to compare the results of germline BRCA mutation tests returned by a local laboratory and those performed by Myriad. Between April 2014 and February 2018, 31 patients with gBRCA 1/2 mutation test results from both Samsung Medical Center (Seoul, Korea) and Myriad were enrolled. ""Discordant: Opposite classification"" was observed for only one among 27 (3.7%). This discrepancy was due to the detection of a deleterious large genomic rearrangement of BRCA 1 by Myriad. Samsung Medical Center performed multiple ligation-dependent probe amplifications (MLPA) to detect large genomic rearrangements only in high-risk patients. This one case was not suspected as high risk and MLPA was not performed. The concordant rate was 74.1% for all 27 patients. ""Discordant: Laboratory's uncertain classification"" was found in 22.2% of the sample (six patients). All discrepancies were generated during interpretation of BRCA 2 gene sequencing. Further studies and standardization of genetic testing for BRCA 1/2 genes are required."
33671478,"['cancers13040906 [pii]', '10.3390/cancers13040906 [doi]']",The Claudin-Low Subtype of High-Grade Serous Ovarian Carcinoma Exhibits Stem Cell Features.,"EMT, cancer stem cells, claudin-low, molecular profiling, serous ovarian cancer",Cancers,"Claudin-low cancer (CL) represents a rare and biologically aggressive variant of epithelial tumor. Here, we identified a claudin-low molecular profile of ovarian high-grade serous carcinoma (HGSOC), which exhibits the main characteristics of the homonym breast cancer subtype, including low epithelial differentiation and high mesenchymal signature. Hierarchical clustering and a centroid based algorithm applied to cell line collection expression dataset labeled 6 HGSOC cell lines as CL. These have a high energy metabolism and are enriched in CD44(+)/CD24(-) mesenchymal stem-like cells expressing low levels of cell-cell adhesion molecules (claudins and E-Cadherin) and high levels of epithelial-to-mesenchymal transition (EMT) induction transcription factors (Zeb1, Snai2, Twist1 and Twist2). Accordingly, the centroid base algorithm applied to large retrospective collections of primary HGSOC samples reveals a tumor subgroup with transcriptional features consistent with the CL profile, and reaffirms EMT as the dominant biological pathway functioning in CL-HGSOC. HGSOC patients carrying CL profiles have a worse overall survival when compared to others, likely to be attributed to its undifferentiated/stem component. These observations highlight the lack of a molecular diagnostic in the management of HGSOC and suggest a potential prognostic utility of this molecular subtyping."
33671468,"['genes12020285 [pii]', '10.3390/genes12020285 [doi]']",Molecular Biomarkers for Contemporary Therapies in Hormone Receptor-Positive Breast Cancer.,"biomarkers, breast cancer, estrogen receptor, pharmacodynamic, predictive, prognostic",Genes,"Systemic treatment of hormone receptor-positive (HR+) breast cancer is undergoing a renaissance, with a number of targeted therapies including CDK4/6, mTOR, and PI3K inhibitors now approved for use in combination with endocrine therapies. The increased use of targeted therapies has changed the natural history of HR+ breast cancers, with the emergence of new escape mechanisms leading to the inevitable progression of disease in patients with advanced cancers. The identification of new predictive and pharmacodynamic biomarkers to current standard-of-care therapies and discovery of new therapies is an evolving and urgent clinical challenge in this setting. While traditional, routinely measured biomarkers such as estrogen receptors (ERs), progesterone receptors (PRs), and human epidermal growth factor receptor 2 (HER2) still represent the best prognostic and predictive biomarkers for HR+ breast cancer, a significant proportion of patients either do not respond to endocrine therapy or develop endocrine resistant disease. Genomic tests have emerged as a useful adjunct prognostication tool and guide the addition of chemotherapy to endocrine therapy. In the treatment-resistant setting, mutational profiling has been used to identify ESR1, PIK3CA, and AKT mutations as predictive molecular biomarkers to newer therapies. Additionally, pharmacodynamic biomarkers are being increasingly used and considered in the metastatic setting. In this review, we summarise the current state-of-the-art therapies; prognostic, predictive, and pharmacodynamic molecular biomarkers; and how these are impacted by emerging therapies for HR+ breast cancer."
33671442,"['molecules26041054 [pii]', '10.3390/molecules26041054 [doi]']",Pharmacological and Therapeutic Properties of Punica granatum Phytochemicals: Possible Roles in Breast Cancer.,"Punica granatum, breast cancer, pomegranate, pomegranate polyphenols","Molecules (Basel, Switzerland)","Background: Pomgranate (Punica granatum) represents a high source of polyphenols with great bioavailability. The role of this fruit in the prevention and treatment of various malignant pathologies has been long time cited in both scientific and non-scientific literature, making thus important to identify its involvement in the pathophysiological processes. The treatment for breast cancer had focused on the inhibition of the mechanisms that governs the estrogen activity. These mechanisms are covered either by the antagonism of the estrogen receptor (ER) or by the inhibition of the estrogen synthesis. Our interest in identifying a bioactive compound rich in polyphenols, which induces both the antagonism of the estrogen receptor, and the inhibition of the estrogen synthesis, revealed us the pomegranate fruit and its derivatives: peel and seeds. Pomegranates' chemical composition include many biological active substances such as flavonols, flavanols, anthocyanins, proanthocyanidins, ellagitannins and gallotannins. Materials and Methods: We performed a review of the scientific literature by using the following keywords: ""pomegranate"", ""breast cancer"", ""Punica granatum"", ""pomegranate polyphenols"". Our search was performed in the PubMed and Google Scholar databases, and it included only original research written in English from the last 20 years. None of the articles were excluded due to affiliation. A total number of 28 original papers, which mentioned the beneficial activity of pomegranate against breast cancer, were selected. Both clinical and preclinical studies were considered for this review. Results: Recent discoveries pointed out that polyphenols from Punica granatum possess strong anti-cancer activity, exhibited by a variety of mechanisms, such as anti-estrogenic, anti-proliferative, anti-angiogenetic, anti-inflammatory, and anti-metastatic. Pomegranate extracts induced cell cycle arrest in the G0/G1 phase, and induced cytotoxicity in a dose- and time-dependent manner. Moreover, several polyphenols extracted from pomegranate inhibited the invasion potential, migration and viability of breast cancer cells. The effects of pomegranate juice on serum estrogens and other sexual hormones levels were also investigated on two human cohorts. Conclusions: Punica granatum represents a promising area in oncology. The large availability and low cost, associated with the lack of side effects, made from this natural product a great strategy for the management of breast cancer. There are several mechanistic studies in mouse models and in breast cancer cell lines, suggesting the possible pathways through which polyphenols from pomegranate extracts act, but larger and better-controlled studies are necessary in the future. Only two small clinical trials were conducted on humans until now, but their results are contradictory and should be considered preliminary."
33671391,"['jcm10040815 [pii]', '10.3390/jcm10040815 [doi]']",Comparison of the Time to Extubation and Length of Stay in the PACU after Sugammadex and Neostigmine Use in Two Types of Surgery: A Monocentric Retrospective Analysis.,"length of stay in recovery, neostigmine, residual paralysis, sugammadex",Journal of clinical medicine,"Sugammadex provides a rapid pharmacological reversal of aminosteroid, as well as fewer pulmonary complications, a better physiological recovery, and shorter stays in the postanesthetic recovery unit (PACU). This retrospective analysis of our Centricity anesthesia database in 2017-2019 assessed the efficiency of sugammadex in real-life situations in two groups of surgical cancer patients (breast and abdominal surgery) based on the extubation time, operating room exit time, and length of PACU stay. Overall, 382 anesthesia records (131 breast and 251 abdominal surgeries) were extracted for the pharmacological reversal of neuromuscular blockades by neostigmine or sugammadex. Sugammadex was used for reversal in 91 breast and 204 abdominal surgeries. Sugammadex use did not affect the extubation time, operating room exit time, or length of PACU stay. However, the time to reach a 90% train of four (TOF) recovery was significantly faster in sugammadex patients: 2 min (1.5-8) in breast surgery and 2 min (1.5-7) in abdominal surgery versus 10 (6-20) and 9 min (5-20), respectively, for neostigmine (p < 0.05). Most patients who were reversed with sugammadex (91%) reached a TOF ratio of at least 90%, while 54% of neostigmine patients had a 90% TOF ratio recorded (p < 0.05). Factors other than pharmacological reversal probably influence the extubation time, operating room exit time, or PACU stay; however, sugammadex reliably shortened the time so as to reach a 90% TOF ratio with a better level of reversal."
33671376,"['cancers13040844 [pii]', '10.3390/cancers13040844 [doi]']",Predicting Prognosis of Breast Cancer Patients with Brain Metastases in the BMBC Registry-Comparison of Three Different GPA Prognostic Scores.,"brain metastases, breast cancer, prognostic scores",Cancers,"Several scores have been developed in order to estimate the prognosis of patients with brain metastases (BM) by objective criteria. The aim of this analysis was to validate all three published graded-prognostic-assessment (GPA)-scores in a subcohort of 882 breast cancer (BC) patients with BM in the Brain Metastases in the German Breast Cancer (BMBC) registry. The median age at diagnosis of BM was 57 years. All in all, 22.3% of patients (n = 197) had triple-negative, 33.4% (n = 295) luminal A like, 25.1% (n = 221) luminal B/HER2-enriched like and 19.2% (n = 169) HER2 positive like BC. Age >/=60 years, evidence of extracranial metastases (ECM), higher number of BM, triple-negative subtype and low Karnofsky-Performance-Status (KPS) were all associated with worse overall survival (OS) in univariate analysis (p < 0.001 each). All three GPA-scores were associated with OS. The breast-GPA showed the highest probability of classifying patients with survival above 12 months in the best prognostic group (specificity 68.7% compared with 48.1% for the updated breast-GPA and 21.8% for the original GPA). Sensitivities for predicting 3 months survival were very low for all scores. In this analysis, all GPA-scores showed only moderate diagnostic accuracy in predicting the OS of BC patients with BM."
33671245,"['ijms22041972 [pii]', '10.3390/ijms22041972 [doi]']",Cracking the Breast Cancer Glyco-Code through Glycan-Lectin Interactions: Targeting Immunosuppressive Macrophages.,"aberrant glycosylation, breast cancer, glycan-lectin interactions, immunotherapy, tumour microenvironment, tumour-associated macrophages",International journal of molecular sciences,"The immune microenvironment of breast cancer (BC) is composed by high macrophage infiltrates, correlated with the most aggressive subtypes. Tumour-associated macrophages (TAM) within the BC microenvironment are key regulators of immune suppression and BC progression. Nevertheless, several key questions regarding TAM polarisation by BC are still not fully understood. Recently, the modulation of the immune microenvironment has been described via the recognition of abnormal glycosylation patterns at BC cell surface. These patterns rise as a resource to identify potential targets on TAM in the BC context, leading to the development of novel immunotherapies. Herein, we will summarize recent studies describing advances in identifying altered glycan structures in BC cells. We will focus on BC-specific glycosylation patterns known to modulate the phenotype and function of macrophages recruited to the tumour site, such as structures with sialylated or N-acetylgalactosamine epitopes. Moreover, the lectins present at the surface of macrophages reported to bind to such antigens, inducing tumour-prone TAM phenotypes, will also be highlighted. Finally, we will discuss and give our view on the potential and current challenges of targeting these glycan-lectin interactions to reshape the immunosuppressive landscape of BC."
33671201,"['cancers13040833 [pii]', '10.3390/cancers13040833 [doi]']","Mapping of Genomic Vulnerabilities in the Post-Translational Ubiquitination, SUMOylation and Neddylation Machinery in Breast Cancer.","SUMOylation, biomarkers, breast cancer, neddylation, post-translational modification, prognosis, ubiquitination",Cancers,"The dysregulation of post-translational modifications (PTM) transversally impacts cancer hallmarks and constitutes an appealing vulnerability for drug development. In breast cancer there is growing preclinical evidence of the role of ubiquitin and ubiquitin-like SUMO and Nedd8 peptide conjugation to the proteome in tumorigenesis and drug resistance, particularly through their interplay with estrogen receptor signaling and DNA repair. Herein we explored genomic alterations in these processes using RNA-seq and mutation data from TCGA and METABRIC datasets, and analyzed them using a bioinformatic pipeline in search of those with prognostic and predictive capability which could qualify as subjects of drug research. Amplification of UBE2T, UBE2C, and BIRC5 conferred a worse prognosis in luminal A/B and basal-like tumors, luminal A/B tumors, and luminal A tumors, respectively. Higher UBE2T expression levels were predictive of a lower rate of pathological complete response in triple negative breast cancer patients following neoadjuvant chemotherapy, whereas UBE2C and BIRC5 expression was higher in luminal A patients with tumor relapse within 5 years of endocrine therapy or chemotherapy. The transcriptomic signatures of USP9X and USP7 gene mutations also conferred worse prognosis in luminal A, HER2-enriched, and basal-like tumors, and in luminal A tumors, respectively. In conclusion, we identified and characterized the clinical value of a group of genomic alterations in ubiquitination, SUMOylation, and neddylation enzymes, with potential for drug development in breast cancer."
33671156,"['molecules26041042 [pii]', '10.3390/molecules26041042 [doi]']",Comparative Evaluation of Four Extraction Methods of Antioxidant Compounds from Decatropis bicolor in Aqueous Medium Applying Response Surface Design.,"Decatropis bicolor, antioxidants, extraction methods, phenolics","Molecules (Basel, Switzerland)","The objective of this paper is to compare conventional, ultrasound, microwave, and French press methods for the extraction of antioxidant compounds from Decatropis bicolor in an aqueous medium. This plant is widely used in Mexican traditional medicine for breast cancer treatment. Despite that, there are few studies on D. bicolor. Two response surface designs were applied to establish the best conditions of the liberation of antioxidants from D. bicolor, which were determined by DPPH* and Ferric Reducing Antioxidant Power (FRAP) techniques. The total phenolic content was evaluated by the Folin-Ciocalteu method. The results showed that D. bicolor is a source of antioxidants (669-2128 mg ET/100 g and 553-1920 mg EFe(2+)/100 g, respectively) and phenolic compounds (2232-9929 mg EGA/100 g). Among the physical factors that were analyzed, the temperature was the determinant factor to liberate the compounds of interest by using low concentrations of the sample and short times of extraction. The French press was the most efficient method, obtaining values of antioxidant activity and phenolic compounds even higher than those reported by using extraction methods with solvents such as methanol."
33671136,"['nano11020502 [pii]', '10.3390/nano11020502 [doi]']",Grafting TRAIL through Either Amino or Carboxylic Groups onto Maghemite Nanoparticles: Influence on Pro-Apoptotic Efficiency.,"cancer disease, cell viability, maghemite, molecular modeling, surface functionalization","Nanomaterials (Basel, Switzerland)","Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF cytokine superfamily. TRAIL is able to induce apoptosis through engagement of its death receptors DR4 and DR5 in a wide variety of tumor cells while sparing vital normal cells. This makes it a promising agent for cancer therapy. Here, we present two different ways of covalently grafting TRAIL onto maghemite nanoparticles (NPs): (a) by using carboxylic acid groups of the protein to graft it onto maghemite NPs previously functionalized with amino groups, and (b) by using the amino functions of the protein to graft it onto NPs functionalized with carboxylic acid groups. The two resulting nanovectors, NH-TRAIL@NPs-CO and CO-TRAIL@NPs-NH, were thoroughly characterized. Biological studies performed on human breast and lung carcinoma cells (MDA-MB-231 and H1703 cell lines) established these nanovectors are potential agents for cancer therapy. The pro-apoptotic effect is somewhat greater for CO-TRAIL@NPs-NH than NH-TRAIL@NPs-CO, as evidenced by viability studies and apoptosis analysis. A computational study indicated that regardless of whether TRAIL is attached to NPs through an acid or an amino group, DR4 recognition is not affected in either case."
33670942,"['ijms22052433 [pii]', '10.3390/ijms22052433 [doi]']",Emerging Immunotherapies against Novel Molecular Targets in Breast Cancer.,"CAR-T, TNBC, bispecific antibodies, breast cancer, immune checkpoints, immunotherapy, mRNA vaccine, precision therapy, triple-negative breast cancer, tumor specific/associated antigens",International journal of molecular sciences,"Immunotherapy is a highly emerging form of breast cancer therapy that enables clinicians to target cancers with specific receptor expression profiles. Two popular immunotherapeutic approaches involve chimeric antigen receptor-T cells (CAR-T) and bispecific antibodies (BsAb). Briefly mentioned in this review as well is the mRNA vaccine technology recently popularized by the COVID-19 vaccine. These forms of immunotherapy can highly select for the tumor target of interest to generate specific tumor lysis. Along with improvements in CAR-T, bispecific antibody engineering, and therapeutic administration, much research has been done on novel molecular targets that can especially be useful for triple-negative breast cancer (TNBC) immunotherapy. Combining emerging immunotherapeutics with tumor marker discovery sets the stage for highly targeted immunotherapy to be the future of cancer treatments. This review highlights the principles of CAR-T and BsAb therapy, improvements in CAR and BsAb engineering, and recently identified human breast cancer markers in the context of in vitro or in vivo CAR-T or BsAb treatment."
33670926,"['cancers13051007 [pii]', '10.3390/cancers13051007 [doi]']",A Lung Organotypic Coculture Reveals a Role for TFEB-Lysosomal Axis in the Survival of Disseminated Dormant Cancer Cells.,"TFEB, dormancy, in vitro models, lysosomes, organotypic systems, tumor microenvironment",Cancers,"(1) Background: metastatic relapse following a prolonged period of disease-free survival is a common cause of mortality for many cancer patients. Disseminated dormant cancer cells (DDCCs) lie below the radar before waking up years, or even decades, after the removal of the primary tumor. This implies that they are able to survive in a latent state in a foreign environment for an extended period of time supported by intrinsic and extrinsic factors still to be elucidated. (2) Methods: we employed a coculture of DDCCs with lung epithelial cells together with RNA sequencing analysis to understand the overlap in gene transcription between in vivo and cocultured DDCCs. (3) Results: we found a significant overlap between the processes activated in DDCCs from lungs and in the coculture, as well as in alveolar type I cells in vivo and in coculture. We identified the transcription factor EB (TFEB)-lysosomal axis as a relevant process activated in DDCCs upon dissemination to the lung and confirmed the results in our lung coculture. Interestingly, breast cancer patients with a higher expression of TFEB targets show increased likelihood of developing relapses. (4) Conclusions: we propose that lysosomal accumulation following TFEB activation is an important feature of breast cancer DDCCs that might be exploited for future therapeutic interventions."
33670908,"['diagnostics11030411 [pii]', '10.3390/diagnostics11030411 [doi]']",Identification of a Novel Pathogenic Rearrangement Variant of the APC Gene Associated with a Variable Spectrum of Familial Cancer.,"adenomatous polyposis coli (APC), familial adenomatous polyposis (FAP), pathogenic germline variant, rearrangement","Diagnostics (Basel, Switzerland)","Familial adenomatous polyposis (FAP) is an autosomal-dominant condition characterized by the presence of multiple colorectal adenomas, caused by germline variants in the adenomatous polyposis coli (APC) gene. More than 300 germline variants have been characterized. The detection of novel variants is important to understand the mechanisms of pathophysiology. We identified a novel pathogenic germline variant using next-generation sequencing (NGS) in a proband patient. The variant is a complex rearrangement (c.422+1123_532-577 del ins 423-1933_423-1687 inv) that generates a complete deletion of exon 5 of the APC gene. To study the variant in other family members, we designed an endpoint PCR method followed by Sanger sequencing. The variant was identified in the proband patient's mother, one daughter, her brother, two cousins, a niece, and a second nephew. In patients where the variant was identified, we found atypical clinical symptoms, including mandibular, ovarian, breast, pancreatic, and gastric cancer. Genetic counseling and cancer prevention strategies were provided for the family. According to the American College of Medical Genetics (ACMG) guidelines, this novel variant is considered a PVS1 variant (very strong evidence of pathogenicity), and it can be useful in association with clinical data for early surveillance and suitable treatment."
33670906,"['cancers13051005 [pii]', '10.3390/cancers13051005 [doi]']",Obesity-Activated Lung Stromal Cells Promote Myeloid Lineage Cell Accumulation and Breast Cancer Metastasis.,"breast cancer, collagen, lung fibroblasts, macrophages, metastasis, obesity",Cancers,"Obesity is correlated with increased incidence of breast cancer metastasis; however, the mechanisms underlying how obesity promotes metastasis are unclear. In a diet-induced obese mouse model, obesity enhanced lung metastasis in both the presence and absence of primary mammary tumors and increased recruitment of myeloid lineage cells into the lungs. In the absence of tumors, obese mice demonstrated increased numbers of myeloid lineage cells and elevated collagen fibers within the lung stroma, reminiscent of premetastatic niches formed by primary tumors. Lung stromal cells isolated from obese tumor-naive mice showed increased proliferation, contractility, and expression of extracellular matrix, inflammatory markers and transforming growth factor beta-1 (TGFbeta1). Conditioned media from lung stromal cells from obese mice promoted myeloid lineage cell migration in vitro in response to colony-stimulating factor 2 (CSF2) expression and enhanced invasion of tumor cells. Together, these results suggest that prior to tumor formation, obesity alters the lung microenvironment, creating niches conducive to metastatic growth."
33670895,"['ijms22052420 [pii]', '10.3390/ijms22052420 [doi]']",Novel lncRNAs Co-Expression Networks Identifies LINC00504 with Oncogenic Role in Luminal A Breast Cancer Cells.,"LINC00504, breast cancer, co-expression, lncRNA, luminal A",International journal of molecular sciences,"Long non-coding RNAs (lncRNAs) are functional transcripts with more than 200 nucleotides. These molecules exhibit great regulatory capacity and may act at different levels of gene expression regulation. Despite this regulatory versatility, the biology of these molecules is still poorly understood. Computational approaches are being increasingly used to elucidate biological mechanisms in which these lncRNAs may be involved. Co-expression networks can serve as great allies in elucidating the possible regulatory contexts in which these molecules are involved. Herein, we propose the use of the pipeline deposited in the RTN package to build lncRNAs co-expression networks using TCGA breast cancer (BC) cohort data. Worldwide, BC is the most common cancer in women and has great molecular heterogeneity. We identified an enriched co-expression network for the validation of relevant cell processes in the context of BC, including LINC00504. This lncRNA has increased expression in luminal subtype A samples, and is associated with prognosis in basal-like subtype. Silencing this lncRNA in luminal A cell lines resulted in decreased cell viability and colony formation. These results highlight the relevance of the proposed method for the identification of lncRNAs in specific biological contexts."
